Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zMission_Lab01/Line00106=哦，看来我没法控制那些跳虫。那就留给你处置了。 /// Oops, looks like these other zerglings are beyond my control. Good luck dealing with them.
Conversation/zMission_Lab01/Line00108=全都……失去控制了。 /// It's all... out of control.
Conversation/zMission_Lab01/Line00109=但它们仍然可以制造一些混乱。 /// But they can still cause some chaos on their own.
Conversation/zMission_Lab01/Line00111=我知道异虫非常危险，但我们的预防措施可确保万无一失。 /// I understand that the zerg are dangerous, but we've taken every precaution.
Conversation/zMission_Lab01/Line00113=不见得。事实上，反而会大有帮助。 /// Not at all. In fact, it will help, quite a bit.
Conversation/zMission_Lab01/Line00114=这么做是不会有好结果的，你知道的吧？ /// You know this is going to end badly, right?
Conversation/zMission_Lab01/Line00116=自动化毒气防御系统已启动。 /// Automated gas defense activated.
Conversation/zMission_Lab01/Line00118=下层人员已撤离完毕。 /// No more personnel remain on sublevel.
Conversation/zMission_Lab01/Line00121=我……我失去了对它们的控制。 /// I've... I've lost control of them.
Conversation/zMission_Lab01/Line00122=桥梁已放下。这样我补充跳虫就方便多了。 /// The bridge is extended. This will make reinforcing my zerglings easier.
Conversation/zMission_Lab01/Line00123=凯瑞甘，分裂池没有完成变异。[Surprise]是你让它停下的吗？[/Surprise] /// Kerrigan, the Spawning Pool did not finish mutating. [Surprise]Did you tell it to stop?[/Surprise]
Conversation/zMission_Lab01/Line00125=[Serious]我没法再变异更多单位了……[/Serious][Surprise 85]哦对了，[/Surprise]我需要王虫。 /// [Serious]I can't morph any more... [/Serious][Surprise 85]of course,[/Surprise] I need another overlord.
Conversation/zMission_Lab01/Line00126=[Surprise 80]我的工蜂去哪儿了？[/Surprise]哦——它们变异的时候被用掉了。[Happy 80]我渐渐想起来了。[/Happy] /// [Surprise 80]Where did my drones go?[/Surprise] Oh -- they get used up when I morph them.[Happy 80] It's coming back to me.[/Happy]
Conversation/zMission_Lab01/Line00127=要变异一个脊针爬虫，首先左键点击选中一只工蜂。 /// To mutate a spine crawler, first select a drone by left-clicking.
Conversation/zMission_Lab01/Line00128=左键点击工蜂命令面板上的“基础变异”按钮，然后左键点击“变异为脊针爬虫”。 /// Then left-click "Basic Mutation" on the command card, and left-click on "Mutate into Spine Crawler."
Conversation/zMission_Lab01/Line00130=现在左键点击命令面板上的“变异为王虫”按钮。 /// Now left-click on the "Morph to Overlord" button on the command card.
Conversation/zMission_Lab01/Line00131=是的。这真是个坏主意。 /// Yes. This is a terrible idea...
Conversation/zMission_Lab01/Line00132=凯瑞甘，这一点都不好笑。 /// Kerrigan, this isn't funny.
Conversation/zMission_Lab01/Line00133=我没开玩笑啊……放我出去。 /// And I'm not laughing... Let me out.
Conversation/zMission_Lab01/Line00134=你已经展示了可以命令异虫停止变异。[Serious]别再玩了。[/Serious] /// You've already demonstrated that the zerg can be ordered to stop mutating. [Serious]This isn't a game.[/Serious]
Conversation/zMission_Lab01/Line00135=是你非得把异虫当玩具的。 /// And yet you insist on treating the zerg like toys.
Conversation/zMission_Lab01/Line00136=左键点击选中孵化场。 /// Left-click to select your hatchery.
Conversation/zMission_Lab01/Line00137=工蜂在变异为脊针爬虫的过程中停止了。你能命令它重新开始吗？ /// The drone mutating into a spine crawler has stopped. Can you order it to restart the process?
Conversation/zMission_Lab01/Line00138=你知道脊针爬虫会杀人的吧，瓦伦里安？ /// You realize spine crawlers kill people, right Valerian?
Conversation/zMission_Lab01/Line00139=快停下，凯瑞甘。你在浪费我们的时间。 /// Stop this Kerrigan. You're wasting our time.
Conversation/zMission_Lab01/Line00140=我有的是时间，瓦伦里安。 /// I have all the time in the world, Valerian.
Conversation/zMission_Lab01/Line00141=凯瑞甘。停下，快点。 /// Kerrigan. Stop this. Now.
Conversation/zMission_Lab01/Line00142=不停又怎样？把我关起来？还是在我身上做实验？ /// Or what? You'll imprison me? Perform tests on me?
Conversation/zMission_Lab01/Line00143=凯瑞甘……请你专注于测试。就快结束了。 /// Kerrigan... Please focus on finishing the tests. It's almost over.
Conversation/zMission_Lab01/Line00144=我向你保证，一切都在掌控之中。 /// I assure you everything is under control.
Conversation/zMission_Lab01/Line00145=工蜂是异虫的采集单位。它们可以采集晶体矿并送回孵化场。 /// The drone is the harvesting unit of the zerg. They can gather minerals and return them to your hatchery.
Conversation/zMission_Lab01/Line00146=[Angry 80]凯瑞甘，快停下你的……工蜂？[/Angry][Surprise]你在命令工蜂攻击？[/Surprise] /// [Angry 80]Kerrigan, call off your...[/Angry][Surprise] drones? You're attacking with drones?[/Surprise]
Conversation/zMission_Lab01/Line00147=左键点击选中跳虫，然后右键点击敌人进攻。 /// Select zerglings by left-clicking, then right-click the enemy to order them to attack.
Conversation/zMission_Lab01/Line00148=这样太慢了。我需要更多的跳虫。 /// This is taking too long. I need more zerglings.
Conversation/zMission_Lab01/Line00149=如果我能放下这座桥，跳虫就能更快地穿过这设施。 /// If I can extend this bridge, my zerglings can move through this facility faster.
Conversation/zMission_Lab01/Line00150=正在测试。（哔哔）未检测到任何回放错误。重复播放指示内容。 /// Testing. (beeping) No playback errors detected. Repeating instructions.
Conversation/zMission_Lab01/Line00151=目标没有反应。正在将指示内容翻译成母语： /// Subject is unresponsive. Translating instructions into native language:
Conversation/zMission_Lab01/Line00152=（异虫声音） /// (zerg sounds)
Conversation/zMission_Lab01/Line00153=可能是硬件故障。正在测试音频反应：你的声卡运行正常。 /// Possible hardware failure. Testing audio response: Your sound card works perfectly.
Conversation/zMission_Lab01/Line00157=你这样做只能测试我的耐心而已。 /// The only thing you're testing is my patience.
Conversation/zMission_Lab01/Line00158=我受够了被人指指点点。 /// I've been poked and prodded enough.
Conversation/zMission_Lab01/Line00159=左键点击命令面板上的“基础变异”按钮，然后点击“变异为分裂池”。 /// Left-click "Basic Mutation" on the command card, then left-click on "Mutate into Spawning Pool."
Conversation/zMission_Lab01/Line00160=哦，那别让我耽误你的时间了。 /// Oh, don't let me keep you.
Conversation/zMission_Lab01/Line00161=请合作一点，[Serious]我们的时间并不多。[/Serious] /// Please cooperate, [Serious]we have a short timetable.[/Serious]
Conversation/zMission_Lab01/Line00162=我不记得了…我也不想记得。 /// I can't remember... and I'm not sure I want to.
Conversation/zMission_Lab01/Line00163=那工蜂是怎么活下来的？ /// How does the drone survive that?
Conversation/zMission_Lab01/Line00165=你的工蜂正遭到攻击。 /// Your drones are under attack.
Conversation/zMission_Lab01/Line00166=该建筑必须放置于菌毯上。 /// This structure must be placed on creep.
Conversation/zMission_Lab01/Line00167=怎么回事？ /// What is it?
Conversation/zMission_Lab01/Line00168=需要更多的王虫。 /// Additional overlords required.
Conversation/zMission_Lab01/Line00169=放置地点无效。 /// Placement invalid.
Conversation/zMission_Lab01/Line00170=你的工蜂无法到达该位置。 /// Your drones are unable to reach that location.
Conversation/zMission_Lab01/Line00172=灭绝者已被摧毁。情况紧急。 /// Eradicator destroyed. Situation critical.
Conversation/zMission_Lab01/Line00173=这样太慢了。我需要在孵化场变异更多的跳虫。 /// This is taking too long. I should morph more zerglings at the hatchery.
Conversation/zMission_Lab01/Line00174=关押室大门已关闭。 /// Containment door closed.
Conversation/zMission_Lab01/Line00175=我必须先摧毁毒气炮台才能打开那些关押室大门。 /// That containment door won't open until I destroy the gas turrets.
Conversation/zMission_Lab01/Line00176=凯瑞甘，你在干什么？ /// Kerrigan, what are you doing?
Conversation/zMission_Lab01/Line00177=也许我把你可悲的灭绝者拆了，[Serious]你才能懂得异虫是不能被控制的。[/Serious] /// Maybe if I destroy your pretty Eradicator, [Serious]you'll learn you can't control the zerg.[/Serious]
Conversation/zMission_Lab01/Line00179=但愿下次你能好好表达你的观点，[Serious]别再把我半数设施都毁了，行吗？[/Serious] /// And perhaps next time you can make your point without [Serious]destroying half the facility?[/Serious]
Conversation/zMission_Lab01/Line00180=当你使用幼虫，孵化场将不断补充它们。 /// When you use larvae, the hatchery will replenish them over time.
Conversation/zMission_Lab01/Line00181=如果你的补给不足，便不能变异新的单位。 /// If you do not have enough available supply, you will not be able to morph a unit.
Conversation/zMission_Lab01/Line00182=现在右键点击一处晶体矿。 /// Now right-click on a mineral field.
Conversation/zMission_Lab01/Line00183=（冷笑） /// (scoff)
Conversation/zMission_Lab01/Line00184=凯瑞甘？ /// Kerrigan?
Conversation/zMission_Lab01/Line00185=然后在晶体矿脉上点击右键。 /// Then right-click on a mineral field.
Conversation/zMission_Lab01/Line00186=看看你的[Serious]安全环境是否经得起挑战。[/Serious] /// Putting your [Serious]controlled environment to the test.[/Serious]
Conversation/zMission_Lab01/Line00187=这点小把戏你就觉得出色了吗？[Serious]好戏还在后头。[/Serious][Happy 80]看我造点跳虫……[/Happy] /// If you think that was great work, [Serious]wait 'til you see this.[/Serious] [Happy 80]I'll make some zerglings...[/Happy]
Conversation/zMission_Lab01/Line00188=[Surprise 80]啊，我在上面就能看得很清楚，[/Surprise][Happy 60]谢谢。[/Happy]今天我们的实验就到此为止了，凯瑞甘。[Happy 80]你干得非常出色。[/Happy] /// [Surprise 80]Ah, I can see just fine[/Surprise] from up here, [Happy 60]thanks.[/Happy] I think that's all we need today, Kerrigan. [Happy 80]Great work.[/Happy]
Conversation/zMission_Lab01/Line00189=停止实验。派警戒机器人到里面去清理关押室！ /// Shut down the experiment. Get sentry bots in there to sanitize those holding cells!
Conversation/zMission_Lab01/Line00190=右键点击敌人，跳虫便会开始攻击。 /// Right-click on an enemy, and the zerglings will attack.
Conversation/zMission_Lab01/Line00191=那些警戒机器人正在清理关押舱里的跳虫。我可以做些调整…… /// Those sentry bots are destroying the zerglings in their pens. I can change that...
Conversation/zMission_Lab01/Line00193=跳虫死了……但没多久又在孵化场重新活了过来！这不可能！ /// We killed your zergling and it... respawned back at the hatchery! That shouldn't be possible!
Conversation/zMission_Lab01/Line00194=瓦伦里安，对异虫来说什么都是可能的。你很快就会明白。 /// Anything's possible with the zerg, Valerian. You'll learn.
Conversation/zMission_Lab01/Line00195=不摧毁掉那些炮塔，关押室大门便不会打开！ /// That containment door won't open until I destroy those turrets!
Conversation/zMission_Lab01/Line00196=灭绝者启动。 /// Eradicator engaging.
Conversation/zMission_Lab01/Line00197=那就是灭绝者！ /// There's the Eradicator!
Conversation/zMission_Lab01/Line00198=更多的跳虫。不错，正好能为我所用。 /// More zerglings. Good, I can use them.
Conversation/zMission_Lab01/Line00199=又有跳虫？你还真是不喜欢过太平日子啊。 /// More zerglings? You like to live dangerously, don't you?
Conversation/zMission_Lab01/Line00200=[Surprise]这儿还有跳虫？[/Surprise]也好，现在都归我了。 /// [Surprise]You have more zerglings here? [/Surprise]Well, they're mine now.
Conversation/zMission_Lab01/Line00201=[Surprise]竟然还有跳虫！[/Surprise]瓦伦里安[Serious]你这是惹火上身，[/Serious][Happy 70]咎由自取。[/Happy] /// [Surprise]Even more zerglings![/Surprise] Valerian, you've been [Serious]playing with fire.[/Serious][Happy 70] Time to get burned.[/Happy]
Conversation/zMission_Lab01/Line00202=现在左键点击命令面板中的“变异为跳虫”按钮。 /// Now left-click on the "Morph to Zergling" button on the command card.
Conversation/zMission_Lab01/Line00203=左键点击命令面板中的“基础变异”按钮。 /// Left-click "Basic Mutation" on the command card.
Conversation/zMission_Lab01/Line00204=现在左键点击“变异为分裂池”按钮。 /// Now left-click on "Mutate into Spawning Pool."
